ID_PE;COD_NI;ID_MAT;COD_EST;ID_SEX;COD_PRO;ED_EST;N1;N2
56;10;111;26692;1;08;27;7;8
56;10;102;26692;1;08;27;7;8
56;10;135;26692;1;08;27;8;9
57;11;163;26692;1;08;28;7;9
57;11;167;26694;1;06;25;3;10
57;11;165;26692;1;08;28;4;9
57;11;164;26692;1;08;28;7;10
57;11;166;26692;1;08;28;8;10
57;11;169;26692;1;08;28;8;9
53;7;97;26692;1;08;26;5;8
53;7;31;26692;1;08;26;7;8
53;7;51;26692;1;08;26;7;8
53;7;70;26692;1;08;26;6;9
56;10;98;26692;1;08;27;6;8
57;11;167;26692;1;08;28;6;9
58;11;169;26757;1;06;25;7;7
54;9;72;26754;1;17;25;6;7
53;8;71;26754;1;17;25;7;8
53;8;62;26754;1;17;25;3;10
53;8;79;26754;1;17;25;6;8
59;12;176;26757;1;06;26;8;8
59;12;180;26757;1;06;26;8;8
59;12;179;26757;1;06;26;8;10
59;12;177;26757;1;06;26;8;8
59;12;178;26757;1;06;26;8;8
56;9;72;26757;1;06;24;5;8
58;11;165;26757;1;06;25;7;9
55;10;102;26754;1;17;26;6;7
58;11;163;26757;1;06;25;6;9
58;11;164;26757;1;06;25;7;8
58;11;167;26757;1;06;25;7;8
58;11;166;26757;1;06;25;7;10
55;8;79;26757;1;06;24;6;4
55;8;71;26757;1;06;24;6;8
53;9;72;26753;1;17;29;5;8
56;9;33;26757;1;06;24;6;7
57;12;180;26754;1;17;27;8;10
57;11;164;26760;1;17;29;7;7
54;10;135;26753;1;17;29;7;9
54;10;106;26753;1;17;29;6;9
54;10;102;26753;1;17;29;7;9
54;10;111;26753;1;17;29;6;7
56;11;166;26754;1;17;26;7;10
56;11;163;26754;1;17;26;8;8
56;11;167;26754;1;17;26;7;8
56;11;169;26754;1;17;26;8;10
56;11;164;26754;1;17;26;7;10
56;11;165;26754;1;17;26;6;5
54;9;33;26754;1;17;25;7;7
57;12;179;26754;1;17;27;8;10
55;10;106;26754;1;17;26;7;8
58;13;184;26754;1;17;27;8;9
58;13;181;26754;1;17;27;8;9
58;13;182;26754;1;17;27;8;9
58;13;185;26754;1;17;27;8;10
57;12;176;26754;1;17;27;8;9
57;12;177;26754;1;17;27;8;9
58;13;183;26754;1;17;27;8;10
55;10;135;26754;1;17;26;7;9
55;10;98;26754;1;17;26;4;9
55;10;111;26754;1;17;26;6;10
57;10;102;26757;1;06;25;6;6
57;12;178;26754;1;17;27;8;9
59;13;182;26760;1;17;30;8;9
53;7;97;26758;1;17;25;7;7
58;12;179;26760;1;17;29;8;9
58;12;180;26760;1;17;29;8;8
58;12;178;26760;1;17;29;8;8
58;12;176;26760;1;17;29;8;9
58;12;177;26760;1;17;29;8;8
54;8;62;26760;1;17;27;6;8
54;8;71;26760;1;17;27;5;8
54;8;79;26760;1;17;27;6;5
55;9;33;26760;1;17;28;4;7
55;8;62;26757;1;06;24;7;8
59;13;181;26760;1;17;30;8;8
53;7;31;26758;1;17;25;7;7
59;13;184;26760;1;17;30;8;8
59;13;185;26760;1;17;30;8;9
59;13;183;26760;1;17;30;8;8
57;11;169;26760;1;17;29;7;8
56;10;106;26760;1;17;28;8;9
56;10;98;26760;1;17;28;6;7
57;11;166;26760;1;17;29;7;8
57;11;165;26760;1;17;29;6;6
56;10;102;26760;1;17;28;6;7
56;10;135;26760;1;17;28;8;7
56;9;72;26776;1;06;23;6;6
55;9;72;26760;1;17;28;4;8
54;8;71;26758;1;17;25;5;7
57;10;106;26757;1;06;25;3;6
57;10;135;26757;1;06;25;7;8
57;10;111;26757;1;06;25;7;8
57;10;98;26757;1;06;25;7;8
54;7;31;26757;1;06;23;6;8
54;7;97;26757;1;06;23;7;8
54;7;51;26757;1;06;23;7;7
54;7;70;26757;1;06;23;8;7
56;10;135;26758;1;17;26;7;8
56;10;111;26758;1;17;26;7;8
56;10;106;26758;1;17;26;8;8
53;7;70;26758;1;17;25;8;6
56;10;102;26758;1;17;26;7;8
53;7;51;26758;1;17;25;5;5
54;8;79;26758;1;17;25;7;9
54;8;62;26758;1;17;25;7;9
57;11;169;26758;1;17;27;7;8
57;11;164;26758;1;17;27;8;7
57;11;166;26758;1;17;27;7;9
55;9;33;26758;1;17;26;6;8
55;9;72;26758;1;17;26;7;8
57;11;167;26758;1;17;27;7;7
57;11;165;26758;1;17;27;6;8
57;11;163;26758;1;17;27;7;9
53;9;33;26753;1;17;29;4;7
56;10;98;26758;1;17;26;6;8
57;9;72;26743;1;06;24;6;8
58;10;106;26743;1;06;24;8;8
58;10;102;26743;1;06;24;6;10
56;9;72;26743;1;06;23;6;7
54;7;97;26743;1;06;22;7;8
54;7;51;26743;1;06;22;5;6
54;7;70;26743;1;06;22;6;5
54;7;31;26743;1;06;22;6;8
58;13;185;26748;1;05;29;8;8
58;10;98;26743;1;06;24;7;9
56;11;163;26748;1;05;28;6;9
56;11;164;26748;1;05;28;5;6
56;11;165;26748;1;05;28;7;9
56;11;169;26748;1;05;28;6;9
56;11;166;26748;1;05;28;6;9
56;11;167;26748;1;05;28;3;8
58;13;184;26748;1;05;29;7;7
58;13;183;26748;1;05;29;8;8
57;12;176;26748;1;05;29;8;9
58;13;182;26748;1;05;29;8;9
54;10;98;26753;1;17;29;4;6
56;9;72;26742;1;17;24;4;7
57;10;102;26742;1;17;25;7;7
57;10;111;26742;1;17;25;6;8
57;10;98;26742;1;17;25;6;8
54;7;70;26742;1;17;23;5;10
54;7;97;26742;1;17;23;7;8
54;7;51;26742;1;17;23;7;7
54;7;31;26742;1;17;23;7;7
58;10;111;26743;1;06;24;7;9
56;9;33;26742;1;17;24;4;9
58;10;135;26743;1;06;24;8;10
55;8;71;26743;1;06;23;6;8
55;8;79;26743;1;06;23;5;10
55;8;62;26743;1;06;23;5;6
59;11;163;26743;1;06;25;8;8
59;11;169;26743;1;06;25;7;10
59;11;166;26743;1;06;25;8;10
59;11;167;26743;1;06;25;7;9
59;11;165;26743;1;06;25;7;9
59;11;164;26743;1;06;25;8;10
56;9;33;26743;1;06;23;6;5
57;12;180;26748;1;05;29;8;8
58;13;184;26753;1;17;31;8;8
58;13;183;26752;1;08;31;8;9
57;12;176;26752;1;08;31;8;8
54;9;72;26752;1;08;29;5;8
55;10;106;26752;1;08;30;7;10
55;10;135;26752;1;08;30;6;9
55;10;111;26752;1;08;30;4;8
55;10;102;26752;1;08;30;5;5
55;10;98;26752;1;08;30;8;9
58;13;183;26753;1;17;31;8;8
58;13;185;26753;1;17;31;8;10
58;13;181;26748;1;05;29;8;8
58;13;182;26753;1;17;31;8;8
58;13;185;26752;1;08;31;8;10
57;12;176;26753;1;17;31;8;8
57;12;177;26753;1;17;31;8;8
57;12;178;26753;1;17;31;8;8
57;12;179;26753;1;17;31;8;10
57;12;180;26753;1;17;31;8;8
55;11;163;26753;1;17;30;6;8
55;11;164;26753;1;17;30;5;8
55;11;165;26753;1;17;30;5;5
55;11;166;26753;1;17;30;5;8
55;11;167;26753;1;17;30;6;8
55;11;169;26753;1;17;30;6;9
58;13;181;26753;1;17;31;8;8
53;9;72;26752;1;08;29;5;8
57;12;179;26748;1;05;29;8;8
57;12;178;26748;1;05;29;8;8
57;12;177;26748;1;05;29;7;7
54;9;72;26748;1;05;27;6;6
55;10;102;26748;1;05;28;5;6
55;10;106;26748;1;05;28;8;10
55;10;98;26748;1;05;28;7;9
55;10;111;26748;1;05;28;5;7
55;10;135;26748;1;05;28;5;9
53;9;33;26748;1;05;27;5;7
53;9;72;26748;1;05;27;4;6
58;13;182;26752;1;08;31;8;8
56;11;166;26752;1;08;30;6;10
58;13;184;26752;1;08;31;8;8
53;9;33;26752;1;08;29;5;7
56;11;163;26752;1;08;30;6;9
56;11;169;26752;1;08;30;7;9
56;11;167;26752;1;08;30;4;7
56;11;165;26752;1;08;30;6;7
57;12;179;26752;1;08;31;8;10
57;12;178;26752;1;08;31;8;8
57;12;180;26752;1;08;31;8;9
58;13;181;26752;1;08;31;8;8
57;12;177;26752;1;08;31;8;8
57;11;163;26760;1;17;29;5;9
56;11;164;26752;1;08;30;6;8
56;9;33;26770;1;06;23;6;7
54;7;31;26770;1;06;22;7;8
57;10;106;26770;1;06;24;7;8
57;10;98;26770;1;06;24;4;8
57;10;102;26770;1;06;24;6;7
57;10;135;26770;1;06;24;7;10
54;7;97;26770;1;06;22;6;10
54;7;70;26770;1;06;22;8;7
57;10;111;26770;1;06;24;7;9
55;8;71;26770;1;06;23;6;8
56;9;72;26770;1;06;23;5;8
59;10;102;26772;1;05;25;8;6
59;10;111;26772;1;05;25;8;9
59;10;98;26772;1;05;25;6;9
59;10;135;26772;1;05;25;8;10
59;10;106;26772;1;05;25;7;8
58;9;72;26772;1;05;24;6;7
56;8;62;26772;1;05;23;8;6
56;8;71;26772;1;05;23;6;8
56;9;72;26769;1;05;24;6;7
54;7;51;26770;1;06;22;5;6
59;12;179;26770;1;06;25;8;8
56;10;111;26760;1;17;28;7;9
57;10;106;26769;1;05;25;6;4
54;7;70;26769;1;05;23;7;7
54;7;51;26769;1;05;23;5;6
54;7;31;26769;1;05;23;6;9
54;7;97;26769;1;05;23;5;9
59;12;180;26770;1;06;25;8;8
59;12;177;26770;1;06;25;8;9
59;12;176;26770;1;06;25;8;8
58;11;165;26770;1;06;24;6;9
58;11;164;26770;1;06;24;7;8
58;11;166;26770;1;06;24;7;10
58;11;163;26770;1;06;24;6;7
58;11;167;26770;1;06;24;6;6
58;11;169;26770;1;06;24;7;9
55;8;79;26770;1;06;23;6;9
55;8;62;26770;1;06;23;7;8
55;7;70;26772;1;05;23;6;8
59;12;178;26770;1;06;25;8;8
58;11;166;26776;1;06;24;7;9
58;11;169;26776;1;06;24;6;8
58;11;165;26776;1;06;24;4;5
58;11;164;26776;1;06;24;7;7
58;11;163;26776;1;06;24;7;8
55;8;62;26776;1;06;23;6;6
55;8;71;26776;1;06;23;6;7
56;8;79;26772;1;05;23;6;7
59;12;180;26776;1;06;25;8;9
59;12;176;26776;1;06;25;8;8
59;12;177;26776;1;06;25;8;9
59;12;178;26776;1;06;25;8;8
59;12;179;26776;1;06;25;8;8
57;10;98;26776;1;06;24;5;9
57;10;102;26776;1;06;24;6;7
57;10;111;26776;1;06;24;8;9
57;10;135;26776;1;06;24;7;10
57;10;106;26776;1;06;24;4;7
54;7;51;26776;1;06;22;5;6
55;8;79;26776;1;06;23;6;10
58;9;33;26773;1;23;24;5;4
55;7;51;26772;1;05;23;5;9
55;7;31;26772;1;05;23;6;8
55;7;97;26772;1;05;23;3;9
57;9;33;26772;1;05;24;6;7
57;9;72;26772;1;05;24;4;7
59;9;72;26773;1;23;25;7;7
58;11;167;26776;1;06;24;4;7
58;9;72;26773;1;23;24;6;7
55;7;31;26773;1;23;23;6;8
55;7;70;26773;1;23;23;7;7
57;8;71;26773;1;23;24;6;6
57;8;79;26773;1;23;24;7;6
57;8;62;26773;1;23;24;7;10
55;7;51;26773;1;23;23;7;7
55;7;97;26773;1;23;23;4;8
57;10;111;26769;1;05;25;7;8
59;9;33;26773;1;23;25;7;9
59;11;163;26765;1;06;25;8;9
54;7;51;26762;1;06;22;7;6
54;7;31;26762;1;06;22;7;8
54;7;97;26762;1;06;22;7;10
54;7;31;26765;1;06;22;6;8
54;7;51;26765;1;06;22;6;7
56;9;72;26765;1;06;23;4;8
54;7;97;26765;1;06;22;7;8
56;9;33;26762;1;06;23;6;8
59;11;167;26765;1;06;25;8;8
59;11;165;26765;1;06;25;7;10
59;11;164;26765;1;06;25;8;9
59;11;166;26765;1;06;25;8;9
59;11;169;26765;1;06;25;8;9
58;10;106;26765;1;06;24;6;8
58;10;98;26765;1;06;24;6;8
58;10;135;26765;1;06;24;8;10
56;9;33;26765;1;06;23;7;7
58;10;111;26765;1;06;24;7;8
57;10;135;26769;1;05;25;6;10
54;7;70;26765;1;06;22;7;6
55;8;62;26762;1;06;23;6;8
57;11;167;26760;1;17;29;8;10
53;7;70;26760;1;17;27;7;8
53;7;97;26760;1;17;27;4;4
53;7;51;26760;1;17;27;6;7
53;7;31;26760;1;17;27;6;7
58;11;166;26762;1;06;24;8;9
58;11;167;26762;1;06;24;7;5
58;11;165;26762;1;06;24;6;9
58;11;164;26762;1;06;24;6;9
58;11;163;26762;1;06;24;7;9
58;11;169;26762;1;06;24;8;9
54;7;70;26762;1;06;22;8;10
55;8;71;26762;1;06;23;5;8
57;10;135;26762;1;06;24;8;10
59;12;180;26762;1;06;25;8;8
59;12;178;26762;1;06;25;8;8
59;12;177;26762;1;06;25;8;9
59;12;176;26762;1;06;25;8;8
59;12;179;26762;1;06;25;8;8
56;9;72;26762;1;06;23;6;8
57;10;98;26762;1;06;24;6;9
57;10;102;26762;1;06;24;7;7
57;10;106;26762;1;06;24;7;8
57;10;111;26762;1;06;24;7;9
55;8;79;26762;1;06;23;6;7
58;11;163;26769;1;05;25;7;7
56;8;79;26768;1;06;22;5;8
55;7;51;26768;1;06;22;5;9
57;9;72;26768;1;06;23;6;7
55;7;97;26768;1;06;22;6;8
55;7;70;26768;1;06;22;7;8
55;7;31;26768;1;06;22;5;7
57;9;33;26768;1;06;23;4;8
58;11;167;26769;1;05;25;6;7
58;11;169;26769;1;05;25;6;7
58;11;165;26769;1;05;25;6;7
58;10;102;26765;1;06;24;4;10
55;8;79;26769;1;05;24;5;9
55;9;33;26724;1;16;23;7;8
55;8;62;26769;1;05;24;6;10
55;8;71;26769;1;05;24;5;8
58;11;166;26769;1;05;25;8;6
59;12;177;26769;1;05;26;8;9
59;12;180;26769;1;05;26;8;8
59;12;179;26769;1;05;26;8;10
59;12;178;26769;1;05;26;8;9
59;12;176;26769;1;05;26;8;8
56;9;33;26769;1;05;24;5;4
57;10;102;26769;1;05;25;6;5
57;10;98;26769;1;05;25;7;7
58;11;164;26769;1;05;25;6;8
59;11;165;26768;1;06;24;7;10
55;8;71;26765;1;06;23;6;7
55;8;62;26765;1;06;23;6;9
55;8;79;26765;1;06;23;6;7
57;9;72;26765;1;06;24;5;8
59;11;169;26768;1;06;24;7;10
59;11;167;26768;1;06;24;7;9
58;10;106;26812;1;06;23;7;9
59;11;163;26768;1;06;24;6;9
56;8;62;26768;1;06;22;8;6
59;11;164;26768;1;06;24;8;9
58;10;111;26768;1;06;23;8;7
58;10;102;26768;1;06;23;6;10
58;10;98;26768;1;06;23;5;8
58;10;135;26768;1;06;23;7;10
58;10;106;26768;1;06;23;7;9
59;12;176;26742;1;17;26;8;8
59;11;166;26768;1;06;24;8;10
58;12;177;26731;1;06;24;8;9
57;10;111;26730;1;06;24;7;8
54;7;97;26730;1;06;22;6;10
54;7;51;26730;1;06;22;6;7
54;7;70;26730;1;06;22;8;8
54;7;31;26730;1;06;22;7;8
56;10;98;26731;1;06;23;6;6
58;12;180;26731;1;06;24;8;9
57;10;135;26730;1;06;24;8;10
58;12;176;26731;1;06;24;8;8
58;12;178;26731;1;06;24;8;9
54;8;71;26731;1;06;22;7;7
54;8;62;26731;1;06;22;7;7
54;8;79;26731;1;06;22;6;7
55;9;72;26731;1;06;23;7;9
55;9;33;26731;1;06;23;6;9
57;11;169;26731;1;06;24;8;8
56;10;102;26731;1;06;23;4;7
57;11;164;26731;1;06;24;7;8
56;10;102;26729;1;06;22;7;5
58;12;179;26731;1;06;24;8;8
58;11;164;26730;1;06;24;6;9
57;10;106;26742;1;17;25;6;4
57;11;167;26729;1;06;23;4;10
57;11;165;26729;1;06;23;5;8
53;7;31;26729;1;06;21;6;9
53;7;97;26729;1;06;21;7;9
53;7;70;26729;1;06;21;8;6
53;7;51;26729;1;06;21;6;8
55;8;71;26730;1;06;23;6;8
58;11;166;26730;1;06;24;8;8
58;11;163;26730;1;06;24;7;8
58;11;167;26730;1;06;24;6;5
56;9;72;26730;1;06;23;7;8
55;8;62;26730;1;06;23;5;8
56;9;33;26730;1;06;23;6;5
55;8;79;26730;1;06;23;8;10
58;11;165;26730;1;06;24;6;7
59;12;177;26730;1;06;25;8;10
59;12;178;26730;1;06;25;8;8
59;12;179;26730;1;06;25;8;9
59;12;180;26730;1;06;25;8;8
59;12;176;26730;1;06;25;8;9
57;10;98;26730;1;06;24;7;8
57;10;102;26730;1;06;24;6;5
57;10;106;26730;1;06;24;7;4
57;11;163;26731;1;06;24;5;8
58;11;169;26730;1;06;24;8;7
59;13;182;26732;1;18;24;8;9
57;11;164;26732;1;18;23;8;9
56;10;135;26732;1;18;22;8;10
56;10;111;26732;1;18;22;8;9
54;8;79;26732;1;18;21;7;10
54;8;62;26732;1;18;21;8;10
54;8;71;26732;1;18;21;7;9
55;9;33;26732;1;18;22;7;9
55;9;72;26732;1;18;22;7;9
59;13;183;26732;1;18;24;8;8
59;13;185;26732;1;18;24;8;8
56;10;106;26731;1;06;23;8;9
59;13;181;26732;1;18;24;8;10
58;12;179;26732;1;18;23;8;8
53;7;97;26732;1;18;21;7;10
53;7;51;26732;1;18;21;7;9
53;7;31;26732;1;18;21;6;9
53;7;70;26732;1;18;21;8;8
55;8;62;26733;1;06;23;6;6
55;8;71;26733;1;06;23;6;7
55;8;79;26733;1;06;23;5;9
59;11;166;26733;1;06;25;8;10
59;11;169;26733;1;06;25;7;9
59;11;165;26733;1;06;25;7;9
59;11;163;26733;1;06;25;6;7
59;13;184;26732;1;18;24;8;9
59;13;183;26731;1;06;25;8;9
57;11;166;26731;1;06;24;8;9
56;10;135;26731;1;06;23;8;9
56;10;111;26731;1;06;23;7;9
57;11;167;26731;1;06;24;5;10
57;11;165;26731;1;06;24;7;8
53;7;31;26731;1;06;22;6;9
53;7;51;26731;1;06;22;4;9
53;7;70;26731;1;06;22;8;8
53;7;97;26731;1;06;22;4;9
59;13;182;26731;1;06;25;8;8
59;13;181;26731;1;06;25;8;9
58;12;176;26732;1;18;23;8;9
59;13;184;26731;1;06;25;8;9
58;12;180;26732;1;18;23;8;8
58;12;177;26732;1;18;23;8;9
57;11;163;26732;1;18;23;7;9
56;10;102;26732;1;18;22;6;7
57;11;169;26732;1;18;23;8;10
57;11;167;26732;1;18;23;8;9
57;11;165;26732;1;18;23;6;10
56;10;98;26732;1;18;22;6;8
57;11;166;26732;1;18;23;8;9
56;10;106;26732;1;18;22;8;9
58;12;178;26732;1;18;23;8;10
56;10;106;26729;1;06;22;8;9
59;13;185;26731;1;06;25;8;8
59;11;165;26726;1;06;28;8;10
54;7;31;26725;1;06;22;7;8
54;7;51;26725;1;06;22;5;8
57;9;33;26726;1;06;27;6;6
54;8;71;26726;1;06;25;5;7
54;8;79;26726;1;06;25;6;1
54;8;62;26726;1;06;25;6;7
59;11;163;26726;1;06;28;6;6
53;7;70;26726;1;06;25;6;8
59;11;164;26726;1;06;28;7;9
54;7;70;26725;1;06;22;7;6
59;11;167;26726;1;06;28;7;9
56;9;72;26726;1;06;26;3;7
58;10;111;26726;1;06;27;6;7
56;9;33;26726;1;06;26;6;7
55;8;79;26726;1;06;26;7;8
58;10;135;26726;1;06;27;6;7
58;10;106;26726;1;06;27;6;7
58;10;102;26726;1;06;27;5;8
58;10;98;26726;1;06;27;5;8
53;7;97;26726;1;06;25;4;6
57;11;164;26729;1;06;23;8;8
59;11;166;26726;1;06;28;8;8
59;12;180;26725;1;06;25;8;8
55;9;72;26724;1;16;23;7;10
53;7;51;26724;1;16;22;6;9
58;11;165;26725;1;06;24;7;8
58;11;166;26725;1;06;24;7;8
58;11;169;26725;1;06;24;7;7
58;11;163;26725;1;06;24;6;8
58;11;164;26725;1;06;24;8;8
58;11;167;26725;1;06;24;7;9
55;8;71;26725;1;06;23;6;8
55;8;79;26725;1;06;23;5;10
55;8;62;26725;1;06;23;7;6
59;12;179;26725;1;06;25;8;10
59;12;178;26725;1;06;25;8;9
59;12;177;26725;1;06;25;8;8
57;10;135;26725;1;06;24;8;10
56;9;72;26725;1;06;23;5;8
57;10;98;26725;1;06;24;7;8
57;10;111;26725;1;06;24;7;8
57;10;102;26725;1;06;24;5;6
57;10;106;26725;1;06;24;6;6
56;9;33;26725;1;06;23;7;7
54;7;97;26725;1;06;22;8;10
53;7;31;26726;1;06;25;5;7
59;12;176;26725;1;06;25;8;8
55;9;33;26729;1;06;22;7;9
59;13;182;26728;1;23;25;8;8
59;13;181;26728;1;23;25;8;8
59;13;184;26728;1;23;25;8;10
58;12;176;26729;1;06;23;8;8
58;12;178;26729;1;06;23;8;8
58;12;177;26729;1;06;23;8;8
58;12;180;26729;1;06;23;8;8
58;12;179;26729;1;06;23;8;10
54;8;71;26729;1;06;21;6;9
54;8;79;26729;1;06;21;6;6
53;7;51;26726;1;06;25;5;5
55;9;72;26729;1;06;22;6;8
53;7;51;26728;1;23;22;7;7
59;13;185;26729;1;06;24;8;10
59;13;184;26729;1;06;24;8;8
59;13;181;26729;1;06;24;8;8
59;13;182;26729;1;06;24;8;8
59;13;183;26729;1;06;24;8;8
57;11;166;26729;1;06;23;7;9
57;11;163;26729;1;06;23;7;9
56;10;98;26729;1;06;22;7;7
56;10;135;26729;1;06;22;6;10
57;11;169;26729;1;06;23;8;8
56;10;111;26729;1;06;22;8;9
54;8;62;26729;1;06;21;6;7
56;10;102;26728;1;23;23;5;6
58;12;179;26728;1;23;24;8;8
58;12;178;26728;1;23;24;8;8
58;12;177;26728;1;23;24;8;10
58;12;180;26728;1;23;24;8;8
58;12;176;26728;1;23;24;8;8
54;8;62;26728;1;23;22;8;10
54;8;71;26728;1;23;22;6;8
54;8;79;26728;1;23;22;8;9
55;9;33;26728;1;23;23;7;8
55;9;72;26728;1;23;23;7;9
56;10;111;26728;1;23;23;7;9
59;13;183;26728;1;23;25;8;8
56;10;106;26728;1;23;23;8;10
59;13;185;26728;1;23;25;8;8
57;11;166;26728;1;23;24;8;10
56;10;98;26728;1;23;23;7;10
57;11;163;26728;1;23;24;7;8
57;11;164;26728;1;23;24;7;10
57;11;165;26728;1;23;24;6;9
57;11;169;26728;1;23;24;7;10
57;11;167;26728;1;23;24;6;8
53;7;31;26728;1;23;22;7;9
53;7;70;26728;1;23;22;7;10
53;7;97;26728;1;23;22;5;8
57;10;135;26733;1;06;24;7;10
56;10;135;26728;1;23;23;8;9
58;12;177;26738;1;06;26;8;8
53;7;97;26737;1;18;21;7;8
53;7;70;26737;1;18;21;7;10
53;7;51;26737;1;18;21;6;10
58;12;179;26738;1;06;26;8;10
58;12;178;26738;1;06;26;8;9
58;12;180;26738;1;06;26;8;8
56;10;106;26738;1;06;25;8;8
56;10;111;26738;1;06;25;5;9
56;10;135;26738;1;06;25;7;10
56;10;98;26738;1;06;25;6;7
57;11;165;26738;1;06;26;6;9
56;10;102;26738;1;06;25;6;8
57;11;169;26737;1;18;23;8;9
54;8;79;26738;1;06;24;5;7
54;8;62;26738;1;06;24;7;8
54;8;71;26738;1;06;24;6;9
55;9;72;26738;1;06;25;5;9
55;9;33;26738;1;06;25;7;7
59;13;185;26738;1;06;27;8;10
59;13;182;26738;1;06;27;8;9
59;13;181;26738;1;06;27;8;9
59;13;183;26738;1;06;27;8;8
59;13;184;26738;1;06;27;8;8
59;11;167;26733;1;06;25;7;9
58;12;176;26738;1;06;26;8;9
59;13;183;26737;1;18;24;8;9
58;12;177;26737;1;18;23;8;8
58;12;180;26737;1;18;23;8;9
58;12;179;26737;1;18;23;8;10
58;12;176;26737;1;18;23;8;9
58;12;178;26737;1;18;23;8;10
54;8;79;26737;1;18;21;6;10
54;8;71;26737;1;18;21;7;8
54;8;62;26737;1;18;21;7;10
55;9;33;26737;1;18;22;7;9
55;9;72;26737;1;18;22;7;9
59;13;181;26737;1;18;24;8;10
53;7;31;26737;1;18;21;7;10
59;13;184;26737;1;18;24;8;8
57;11;167;26737;1;18;23;8;10
59;13;182;26737;1;18;24;8;9
56;10;98;26737;1;18;22;6;9
56;10;106;26737;1;18;22;8;7
56;10;111;26737;1;18;22;7;9
56;10;135;26737;1;18;22;7;8
56;10;102;26737;1;18;22;7;7
57;11;164;26737;1;18;23;8;8
57;11;165;26737;1;18;23;7;9
57;11;166;26737;1;18;23;8;10
57;11;163;26737;1;18;23;7;9
57;11;169;26738;1;06;26;7;9
59;13;185;26737;1;18;24;8;10
58;11;167;26742;1;17;25;7;6
54;7;31;26740;1;06;23;6;9
54;7;51;26740;1;06;23;6;5
54;7;70;26740;1;06;23;8;7
56;9;72;26740;1;06;24;6;7
56;9;33;26740;1;06;24;5;8
57;11;164;26738;1;06;26;7;7
58;11;166;26742;1;17;25;7;8
59;12;177;26740;1;06;26;8;9
58;11;169;26742;1;17;25;7;9
58;11;163;26742;1;17;25;6;8
58;11;164;26742;1;17;25;5;8
55;8;62;26742;1;17;24;6;9
55;8;79;26742;1;17;24;6;8
55;8;71;26742;1;17;24;6;9
59;12;177;26742;1;17;26;8;9
59;12;178;26742;1;17;26;8;9
59;12;180;26742;1;17;26;8;8
59;12;179;26742;1;17;26;8;10
56;8;71;26768;1;06;22;6;7
58;11;165;26742;1;17;25;5;8
58;11;167;26740;1;06;25;6;6
57;11;163;26738;1;06;26;6;8
57;11;167;26738;1;06;26;7;9
57;11;166;26738;1;06;26;7;9
53;7;70;26738;1;06;24;7;9
53;7;97;26738;1;06;24;5;5
53;7;31;26738;1;06;24;6;8
53;7;51;26738;1;06;24;5;7
57;10;135;26740;1;06;25;8;9
57;10;106;26740;1;06;25;5;6
57;10;111;26740;1;06;25;7;7
57;10;102;26740;1;06;25;3;8
54;7;97;26740;1;06;23;8;8
55;8;79;26740;1;06;24;4;7
59;12;176;26740;1;06;26;8;10
58;11;166;26740;1;06;25;7;9
55;8;62;26740;1;06;24;6;8
58;11;163;26740;1;06;25;6;9
55;8;71;26740;1;06;24;6;7
58;11;164;26740;1;06;25;6;6
58;11;165;26740;1;06;25;7;6
58;11;169;26740;1;06;25;8;8
59;12;180;26740;1;06;26;8;8
59;12;179;26740;1;06;26;8;9
59;12;178;26740;1;06;26;8;10
53;7;31;26736;1;16;22;5;9
57;10;98;26740;1;06;25;5;8
57;10;102;26734;1;16;23;5;6
54;7;70;26734;1;16;21;7;7
54;7;51;26734;1;16;21;6;4
54;7;31;26734;1;16;21;5;8
59;12;179;26734;1;16;24;8;8
59;12;180;26734;1;16;24;8;8
59;12;177;26734;1;16;24;8;10
59;12;176;26734;1;16;24;8;8
59;12;178;26734;1;16;24;8;8
57;10;106;26734;1;16;23;7;4
57;10;111;26734;1;16;23;5;6
53;7;97;26736;1;16;22;7;9
56;9;33;26734;1;16;22;5;7
58;11;163;26734;1;16;23;7;7
57;10;135;26734;1;16;23;7;9
56;9;72;26734;1;16;22;4;8
58;12;180;26735;1;06;24;8;8
58;12;179;26735;1;06;24;8;10
58;12;178;26735;1;06;24;8;8
58;12;176;26735;1;06;24;8;10
57;10;98;26734;1;16;23;3;6
54;7;51;26733;1;06;22;6;5
57;10;135;26742;1;17;25;8;10
57;10;111;26733;1;06;24;7;9
57;10;102;26733;1;06;24;3;6
57;10;106;26733;1;06;24;5;2
57;10;98;26733;1;06;24;3;6
54;7;97;26733;1;06;22;3;8
54;7;31;26733;1;06;22;6;6
54;7;70;26733;1;06;22;6;7
54;7;97;26734;1;16;21;5;7
58;11;169;26734;1;16;23;6;8
58;10;102;26733;1;06;24;5;10
56;9;72;26733;1;06;23;3;8
56;9;33;26733;1;06;23;5;7
58;11;166;26734;1;16;23;7;8
55;8;71;26734;1;16;22;4;7
55;8;79;26734;1;16;22;4;9
55;8;62;26734;1;16;22;5;6
58;11;167;26734;1;16;23;6;7
58;11;165;26734;1;16;23;6;8
58;11;164;26734;1;16;23;7;8
56;10;98;26735;1;06;23;5;7
56;10;102;26736;1;16;23;6;6
56;10;102;26735;1;06;23;7;8
58;12;180;26736;1;16;24;8;8
54;8;79;26736;1;16;22;5;7
54;8;71;26736;1;16;22;6;8
54;8;62;26736;1;16;22;6;7
